11.280154, 106.363485
11.281735, 106.372274
11.287906, 106.396942
11.288169, 106.397554
11.305226, 106.421055
11.311010, 106.436763
11.306863, 106.454487
11.307042, 106.454839
11.323376, 106.470971
11.325436, 106.472461
11.325370, 106.473592
11.327562, 106.475458
11.327636, 106.475936
11.326339, 106.476614
11.325444, 106.476856
11.326696, 106.478422
11.331938, 106.520342
11.332495, 106.522316
11.332358, 106.523529
11.336402, 106.552721
11.338380, 106.554599
11.340856, 106.564805
11.342072, 106.567394
11.344757, 106.579998
11.342793, 106.584433
11.341192, 106.593381
11.341601, 106.596590
11.344571, 106.621520
11.345427, 106.628144
11.345541, 106.629794
11.346602, 106.637181
11.346843, 106.638941
11.346800, 106.639087
11.345723, 106.639581
11.344909, 106.639735
11.344178, 106.639647
11.344153, 106.639772
11.344186, 106.653004
11.327944, 106.675461
11.327227, 106.675840
11.314126, 106.679080
11.305764, 106.683447
11.304144, 106.683807
11.286022, 106.718209
11.284694, 106.719337
11.282365, 106.721045
11.275109, 106.723714
11.273512, 106.724960
11.270798, 106.726648
11.263872, 106.727778
11.263516, 106.728111
11.262034, 106.732125
11.254903, 106.734313
11.249927, 106.735461
11.244230, 106.735324
11.235366, 106.735108
